dataset,dist_error,dir_error,dir_ratio
Bag-Ride/Bag-Ride-09-001,138.61992847430437,7.345729229082062,0.9201680672268907
Hand-Ride/Hand-Ride-01-001,71.46100375216768,8.260694676622785,0.8737373737373737
Hand-Ride/Hand-Ride-01-002,110.52746927308354,6.935693548354284,0.9754098360655737
Hand-Ride/Hand-Ride-09-001,102.55696647689967,11.925160063992712,0.8819875776397516
Hand-Ride/Hand-Ride-09-002,88.71122999601806,19.65685301964343,0.3248730964467005
Hand-Ride/Hand-Ride-09-003,73.3955353992503,43.65287984577765,0.4375
Pocket-Pace/Pocket-Pace-01-001,27.6487458291078,46.274559094828454,0.21021021021021022
Pocket-Pace/Pocket-Pace-01-002,46.7130270613885,52.21330021185562,0.18253968253968253
Pocket-Pace/Pocket-Pace-01-003,31.12362147895758,61.59024372112051,0.14028776978417265
Pocket-Pace/Pocket-Pace-01-004,49.95261444328643,41.66384868188659,0.298636926889715
Pocket-Ride/Pocket-Ride-03-001,314.22414848582497,13.445094107933926,0.7260061919504643
Pocket-Ride/Pocket-Ride-03-002,341.4433928838132,18.274645327389766,0.4743975903614458
Pocket-Ride/Pocket-Ride-04-001,289.8979786629765,79.52635860749601,0.08235294117647059
Pocket-Ride/Pocket-Ride-09-001,41.06750679583287,11.76404033365126,0.8755980861244019
Pocket-Ride/Pocket-Ride-09-002,37.67508908281708,12.173864218781013,0.8257261410788381
Pocket-Ride/Pocket-Ride-09-003,95.60843686800735,14.755853739657638,0.75
Pocket-Ride/Pocket-Ride-09-004,69.14680385202223,10.61558836208324,0.9333333333333333
